Num_Registre,Nom,Responsable,Adreca,Telefon,Email,Barri,Districte_Govern,Desactualitzat,Seccio,Grup,ubicacio_location_lat,ubicacio_location_lng,CODI_ENS,NOM_ENS
10.0,AMPA Sant Rafael,Luis Francisco Estrella Iborra,"Ctra. de Valls, núm. 45  43007 Tarragona",977211758,santrafael.ampa@gmail.com,SANT PERE I SANT PAU,Nord,No,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1321229,1.2398168,4314820002,AJUNTAMENT DE TARRAGONA
30.0,AMPA Escola Pax,,"Av. Josep Gramunt i Subiela, 55-57  43007 Tarragona",977245091,ampa.pax@suport.org,,Eixample,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1254682,1.2485045,4314820002,AJUNTAMENT DE TARRAGONA
131.0,"Centre d'Educació Especial Estela, Societat Cooperativa Catalana Limitada",Francisco Segura Páez,"Ctra. de Valls, s/n  43007 Tarragona",977216316,cestela@tinet.org,ZONA EDUCACIONAL,Nord,Sí,"Estudis, Formació i Recerca",Centres D'educació especial,41.1322335,1.2394327,4314820002,AJUNTAMENT DE TARRAGONA
132.0,Tallers Estela Societat Cooperativa Cat. Limitada,Xavier Vendrell Maños,"Ctra. de Valls, s/n  43007 Tarragona",977204008 - 977204981,cestela@tinet.org,ZONA EDUCACIONAL,Nord,Sí,"Estudis, Formació i Recerca",Centres D'educació especial,41.1322335,1.2394327,4314820002,AJUNTAMENT DE TARRAGONA
178.0,Ràdio Club del Tarragonès,Manel Salcedo Barber,"Camí Muntanya de l'Oliva, núm. 17   43007 Tarragona",620199038 / 660524822,info@ea3rcy.org,,Eixample,No,"Oci, Lleure, Agrupaments i Centres d'Esplai",Col·leccionisme i Grups Temàtics,41.1271356,1.2500852,4314820002,AJUNTAMENT DE TARRAGONA
189.0,AMPA de l'Escola de Pràctiques,Joan Serra Fernàndez,"Ctra. de Valls, s/n  43007 Tarragona",977217711,ampapractiques@gmail.com,ZONA EDUCACIONAL,Nord,Sí,"Estudis, Formació i Recerca",Associacions de Mares i Pares,41.1322335,1.2417501285889,4314820002,AJUNTAMENT DE TARRAGONA
295.0,Creu Roja Joventut,Ramon Grau Budesca,"Carretera de Valls, núm. 7 43007 Tarragona",977244769 - 977250244,tarragona@creuroja.org,CENTRE TARRAGONA,Eixample,No,Comunitàries / Cíviques,Entitats Juvenils,41.1321229,1.2398168,4314820002,AJUNTAMENT DE TARRAGONA
368.0,Associació de Propietaris 4 Garrofers,Joan Perona Camacho,"C/Pi i Maragall, 23 43007 Tarragona",977215720,,QUATRE GARROFERS (ELS),Eixample,Sí,Comunitàries / Cíviques,Associacions de Veïns,41.129637,1.2453408,4314820002,AJUNTAMENT DE TARRAGONA
427.0,Associació de Bàsquet La Salle Tarragona,Jacob Rovira,AV DELS PAÏSOS CATALANS 43007 TARRAGONA,977218600,info.absalle@gmail.com,ZONA EDUCACIONAL,Nord,Sí,Esportives,Clubs Esportius,41.133598483485,1.2450664220902,4314820002,AJUNTAMENT DE TARRAGONA
477.0,CREU ROJA A TARRAGONA - COMITÈ LOCAL,Ramon Grau Budesca,"Ctra. de Valls, núm. 7 43007 Tarragona",977244769 - 977250244,tarragona@creuroja.org,,Eixample,No,Cooperació / interacció,Cooperació i Drets Humans,41.133351185701,1.2395807656067,4314820002,AJUNTAMENT DE TARRAGONA
